chunk_id,parent_id,text,chunk_index,total_chunks,source,category,content_type,is_time_sensitive,start_char,end_char,char_count,word_count
0331e6bc1f06,005,"Free Zone enterprises — 0% for the first 10 years and 15% thereafter. Agricultural businesses — 0% for the first 5 years subject to conditions, then 20%. Companies located in regional capitals outside Accra and Kumasi — 18.75% for 5 years. Companies in districts other than regional capitals — 12.5% for 5 years. Manufacturing companies — 25%. Real estate developers — 22% on speculative building profits. CIT return must be filed within 4 months after year-end (April 30 for December year-end companies).",1,2,GRA_Corporate_Tax_Overview,corporate_tax,formal,False,508,1013,505,82
64db98e0c501,006,"Corporate Tax Filing Process in Ghana. 
Step 1: Register your company with GRA and obtain a TIN if not already done. 
Step 2: Keep proper books of account in Ghana cedis throughout the year. 
Step 3: Calculate provisional tax in four equal installments and pay by the last working day of March, June, September and December (for December year-end). 
Step 4: After year-end, prepare financial statements in accordance with IFRS or IFRS for SMEs as applicable. ",0,2,GRA_CIT_Filing_Guide,corporate_tax,formal,True,0,459,459,76
bdcc912ace33,006,"Step 5: Complete the annual self-assessment return (Form ITPF 7A for companies) and file with the relevant GRA tax office by 30 April. 
Step 6: Pay any balance of tax due when filing. Interest accrues on underpayments of provisional tax if underpayment exceeds 10% of the final liability. A company that changes its accounting year must obtain GRA approval. Small companies (turnover below GHS 20,000 per year) may qualify for the small business rate — verify current thresholds as these change.",1,2,GRA_CIT_Filing_Guide,corporate_tax,formal,True,455,950,495,81
ebb07e8e512a,007,Withholding Tax (WHT) in Ghana acts as an advance payment of tax or as a final tax depending on the type of payment. Payments subject to WHT include: Dividends — 8% final tax (resident and non-resident). Interest paid by financial institutions to individuals — 8% final tax. Interest on Government securities — 0%. Rent paid to individuals — 8% final tax; rent paid to companies — 8% creditable. Service fees to resident individuals — 7.5% creditable. Service fees to resident companies — 7.5% creditable.,0,3,GRA_Withholding_Tax_Guide,withholding_tax,formal,False,0,505,505,84
d98a76b5d453,007,Service fees to non-residents — 20% final tax. Management fees to non-residents — 20% final tax. Royalties to residents — 15% creditable. Royalties to non-residents — 20% final tax. Natural resource payments — 15%. Lottery winnings above a threshold — 5% final tax. Endorsement fees — 10% final tax. Sports persons and entertainers — 15% final tax. The withholder must file a WHT return and remit by the 15th of the following month.,1,3,GRA_Withholding_Tax_Guide,withholding_tax,formal,False,506,938,432,73
c400580aa26e,007,A WHT certificate must be issued to the recipient which they use to credit against their annual tax liability (for creditable WHT).,2,3,GRA_Withholding_Tax_Guide,withholding_tax,formal,False,939,1070,131,22
80913095109b,008,"Q: Do I have to withhold tax on payments to foreign companies? A: Yes. Payments to non-resident persons for services rendered in Ghana are subject to 20% WHT which is a final tax. This covers management fees, technical fees, consulting fees, royalties, interest (at 8%) and dividends (at 8%). 

Q: What happens if I forget to withhold? A: The payer/withholder becomes personally liable for the tax that should have been withheld. GRA may assess the payer for the undeducted WHT plus interest and penalties. ",0,2,GRA_WHT_FAQ,withholding_tax,formal,False,0,507,507,84
b4d1cc23b4a9,008,"Q: Can the non-resident get a refund if there is a Double Taxation Agreement? A: Yes, Ghana has DTAs with several countries including UK, France, Germany, South Africa, Belgium, Netherlands, Italy, Singapore, Switzerland, Czech Republic and Mauritius. Where a DTA provides a reduced WHT rate the non-resident can apply to GRA for relief.",1,2,GRA_WHT_FAQ,withholding_tax,formal,False,505,842,337,53
bac257590296,009,"Capital Gains Tax (CGT) in Ghana is charged on gains from the realisation of investment assets. Investment assets include land and buildings, business assets, shares, unit trust interests and other financial assets. CGT rate: 15% on gains from realisation of assets by resident persons. A gain is calculated as proceeds minus the cost base of the asset. Cost base includes original acquisition cost, improvement expenditure and incidental costs of acquisition.",0,3,GRA_Capital_Gains_Tax,capital_gains_tax,formal,False,0,460,460,70
3120de036d0c,009,"Proceeds include all amounts received, including the FMV of non-cash consideration. Exemptions: Gain on disposal of a principal private residence owned and occupied for at least three years — exempt. Gain on transfer between spouses — exempt (no gain/no loss). Gain on reorganisations within the same group of companies — may be deferred subject to conditions. Shares listed on the Ghana Stock Exchange — gains are exempt (to encourage investment in capital markets).",1,3,GRA_Capital_Gains_Tax,capital_gains_tax,formal,False,461,928,467,73
5a4b592b02a3,009,CGT return must be filed and tax paid within 30 days of realisation. Failure to report is an offence.,2,3,GRA_Capital_Gains_Tax,capital_gains_tax,formal,False,929,1030,101,19
2467efb41a7e,010,"Gift Tax in Ghana. Under the Income Tax Act 2015 (Act 896), gifts received by individuals are included in the income of the recipient and taxed accordingly. A gift means the receipt of money or moneys worth without adequate consideration. Gifts from employers are treated as employment income. Gifts from family members and from religious organisations in the course of religious activities are generally exempt. Gifts received in course of a business are treated as business income not gift tax. The value of a gift is its market value at the date of receipt. A recipient of a taxable gift must declare it in their annual income tax return. The rate applicable to gifts is the marginal income tax rate of the recipient. Where the gift is land or building, stamp duty implications also arise — that is administered by the Lands Commission not GRA. The giver of a gift does not pay gift tax but if the gift involves an asset disposal, CGT may arise for the giver.",0,1,GRA_Gift_Tax_Act,gift_tax,formal,True,0,962,962,169
b111f06febfa,011,"Value Added Tax (VAT) in Ghana is governed by the Value Added Tax Act 2013 (Act 870) as amended. The standard VAT rate is 15%. Additionally the National Health Insurance Levy (NHIL) of 2.5% and the Ghana Education Trust Fund Levy (GETFund Levy) of 2.5% are charged alongside VAT, bringing the effective rate on standard-rated supplies to 21.9% when the COVID-19 Health Recovery Levy (1%) is included.",0,3,GRA_VAT_Registration_Guide,vat,formal,True,0,400,400,67
d46955e617c0,011,"Registration threshold: A person who makes taxable supplies exceeding GHS 200,000 in any 12-month period must register for VAT. Voluntary registration is allowed for persons making or intending to make taxable supplies below the threshold. Application for registration is made online at the GRA taxpayer portal or in person at a GRA VAT office.",1,3,GRA_VAT_Registration_Guide,vat,formal,True,401,745,344,54
cb92c910d512,011,"The registered person must issue tax invoices for all taxable supplies, file monthly VAT returns by the last working day of the following month, and remit any net VAT due. Input VAT (VAT paid on business purchases) can be offset against output VAT (VAT charged on sales). Flat Rate Scheme: Retailers and others meeting the criteria may use the VAT Flat Rate Scheme of 3% on turnover instead of the standard method.",2,3,GRA_VAT_Registration_Guide,vat,formal,True,746,1160,414,72
b3e9c0aff779,012,"Q: What goods and services are exempt from VAT in Ghana? A: Exempt supplies include: unprocessed foodstuffs grown or caught in Ghana, agricultural inputs such as fertilisers seeds and pesticides, financial services (not fees), educational services, medical and healthcare services, residential accommodation rental, public passenger transport, supply of water by GWCL, supply of electricity in domestic quantities, and books and educational material. Zero-rated supplies (taxable at 0%, meaning VAT registered suppliers can still claim input VAT) include: exported goods and services, international transport of goods and passengers, supply of crude oil and refined petroleum for export. ",0,2,GRA_VAT_FAQ_Businesses,vat,formal,False,0,688,688,96
3de51345f7bd,012,"Q: What is a Tax Invoice? A: A VAT tax invoice must show the supplier name and address, TIN, VAT registration number, date, sequential invoice number, description of supply, taxable value, VAT amount, NHIL and GETFund amounts and totals. Without a proper tax invoice, a buyer cannot claim input VAT credit.",1,2,GRA_VAT_FAQ_Businesses,vat,formal,False,688,994,306,51
827741755741,013,"The VAT Flat Rate Scheme (VFRS) in Ghana applies to eligible retailers. Under VFRS the trader charges 3% VAT on the selling price of goods and remits the full 3% to GRA — there is no input VAT deduction. This simplifies accounting for small businesses. Eligibility: turnover between GHS 200,000 and GHS 500,000 per annum, primarily selling goods (not services), not producing goods. Businesses that primarily provide services must use the standard VAT method. Businesses above GHS 500,000 must switch to standard VAT. VFRS businesses must still issue receipts and file monthly returns. The 3% is charged on top of the selling price so technically it is 3/103 of the gross amount — in practice most traders charge 3% on the original price. NHIL and GETFund levies do not apply to the VFRS — only the 3% is charged and remitted.",0,1,GRA_VAT_Flat_Rate_Scheme,vat,formal,False,0,826,826,141
ca246afd689a,014,"VAT compliance obligations summary for registered businesses. 1. Issue tax invoices for every taxable supply. 2. Keep copies of all invoices issued and received for at least 6 years. 3. File monthly VAT return (Form VAT 1A) by the last working day of each month for the previous month. 4. Pay net VAT due at the time of filing. 5. Apply for a VAT certificate which must be displayed at your business premises. 6. Notify GRA within 21 days of any change in business details (address, directors, nature of business). 7. File a nil return even if no transactions occurred in a month. Penalties for late filing: GHS 500 per month for each month of default. Penalties for non-payment: 10% of the tax due plus interest at Bank of Ghana rate. Businesses that cease trading must notify GRA and apply for deregistration. Fraudulent claiming of input VAT is a criminal offence under Act 870 and can result in prosecution.",0,1,GRA_VAT_Compliance_Notice,vat,formal,False,0,911,911,159
2ce431921809,015,"Tax Identification Number (TIN) Registration in Ghana. A TIN is a unique 11-digit number assigned to every taxpayer by GRA. It is mandatory for: opening a bank account, registering a business, clearing goods at the port, purchasing land or immovable property, applying for a driver licence, registering a vehicle, obtaining a building permit, applying for government procurement contracts, and many other official transactions.",0,3,GRA_TIN_Registration_Guide,tin_registration,formal,False,0,427,427,63
62d1605c54a1,015,"Who must register: every individual earning income in Ghana (employed or self-employed), every company or partnership, every NGO and charity, every public institution. How to register: Individuals — visit taxpayerportal.gra.gov.gh and select TIN self-service, or visit any GRA office. You need a valid Ghana Card (National ID), or passport for non-Ghanaians. Companies — apply online or in person with Certificate of Incorporation, Certificate to Commence Business, Form 3 and Form 4 from Registrar General.",1,3,GRA_TIN_Registration_Guide,tin_registration,formal,False,428,935,507,74
fa09e7d6a1f4,015,Processing time: TIN is issued on the spot at offices or within 24–48 hours online. TIN registration is FREE — do not pay anyone to register for you.,2,3,GRA_TIN_Registration_Guide,tin_registration,formal,False,936,1085,149,28
656e56c0e445,016,"Q: I lost my TIN card, how do I get a replacement? A: Visit any GRA office or log into your account at taxpayerportal.gra.gov.gh. You can print a TIN certificate from the portal or request a replacement card at the office with your ID. 

Q: I have multiple TINs from the past. Is that a problem? A: Yes, you should only have one TIN. Multiple TINs create compliance issues. Visit GRA to merge or deactivate duplicate TINs. ",0,3,GRA_TIN_FAQ,tin_registration,formal,False,0,423,423,77
7aa680e1bc0b,016,"Q: Is a TIN the same as my SSNIT number? A: No. Your SSNIT number is assigned by SSNIT (Social Security and National Insurance Trust) for pension purposes. Your TIN is assigned by GRA for tax purposes. They are different numbers but both may be needed for employment. 

Q: Do children need a TIN? A: Generally no, unless the child earns income such as endorsement fees, acting income or investment income. Parents who invest in the child's name should consult GRA on registration requirements. ",1,3,GRA_TIN_FAQ,tin_registration,formal,False,421,915,494,84
7aa51ac7da0f,016,Q: Can a foreigner get a TIN in Ghana? A: Yes. Non-Ghanaian individuals working or earning income in Ghana must register for a TIN using their passport and work/residence permit.,2,3,GRA_TIN_FAQ,tin_registration,formal,False,913,1091,178,30
274d2c4e4077,017,"Personal Tax Reliefs available to individuals in Ghana (confirm current amounts at gra.gov.gh as these are updated annually). Marriage Relief: GHS 1,200 per year — available to married persons. Child/Dependent Relief: GHS 1,200 per child up to maximum 2 children — available for legitimate children or dependents in full-time education. Disability Relief: 25% of assessable income — for persons with disability who hold a valid disability card.",0,3,GRA_Personal_Reliefs_2024,personal_relief,formal,True,0,444,444,67
a6fcc2a35430,017,"Old Age Relief: GHS 1,500 per year — for persons aged 60 and above who are still working. Aged Dependant Relief: GHS 1,000 per year for each dependant aged 60 and above (maximum 2 dependants). Educational Relief: Actual cost of training up to a maximum allowed by GRA — for professional development related to employment. Cost of premises used for business from home — proportion of home expenses used for business. Life insurance relief: actual premium paid up to 10% of assessable income.",1,3,GRA_Personal_Reliefs_2024,personal_relief,formal,True,445,935,490,83
bb38d6689624,017,Social Security (SSNIT) contribution: mandatory employee contribution is a relief automatically deducted from assessable income. All reliefs must be claimed on the annual tax return (IT1) form.,2,3,GRA_Personal_Reliefs_2024,personal_relief,formal,True,936,1129,193,27
dd78b97bdb9c,018,"Q: My employer does not process my personal reliefs in the PAYE. What should I do? A: Submit a completed Relief Application Form (IT 1) to your employer and request they process the reliefs going forward. Your employer is required to process reliefs you validly claim. If they refuse, contact GRA. You may also claim reliefs retrospectively in your annual tax return. 

Q: Can both husband and wife claim marriage relief? A: No. Only one spouse can claim the marriage relief. ",0,2,GRA_Personal_Reliefs_FAQ,personal_relief,formal,False,0,476,476,81
207c872d2e59,018,"Q: I am a person with disability. Do I still pay income tax? A: Yes but you are entitled to a 25% reduction on your assessable income as a relief. You also need a valid NSDA (National Service Disability Allowance) card or equivalent government-issued disability card. 

Q: I support my elderly parents. Can I claim aged dependant relief for them? A: Yes, provided they are 60 or older and genuinely dependent on you financially. You can claim up to 2 aged dependants.",1,2,GRA_Personal_Reliefs_FAQ,personal_relief,formal,False,474,941,467,82
4730e63e76c3,019,"Self-Employed Persons and Tax in Ghana. If you run your own business, work as a freelancer, or earn income outside of formal employment, you are self-employed for tax purposes. You must: register for a TIN if you have not already, keep records of income and expenses, file an annual self-assessment return (Form IT1) by 30 April each year for the previous year, and pay any tax due. Provisional tax: You must also make quarterly provisional tax payments on estimated income to avoid interest charges.",0,3,GRA_Self_Employed_Tax_Guide,self_employment,formal,False,0,500,500,84
2b76ddc28a24,019,"Provisional tax payments fall due on the last day of March, June, September and December. Allowable deductions for self-employed: Cost of goods sold. Business-related salaries and wages. Rent of business premises. Interest on business loans. Depreciation (capital allowance) on business assets. Business insurance. Utilities and communications for business. Professional fees (legal, accounting) for business. Motor vehicle expenses to the extent used for business.",1,3,GRA_Self_Employed_Tax_Guide,self_employment,formal,False,501,966,465,63
f949ad726e5c,019,"Charitable donations to approved charities (limited deduction). Expenses must be wholly, exclusively and necessarily for business to be deductible.",2,3,GRA_Self_Employed_Tax_Guide,self_employment,formal,False,967,1114,147,19
a24d72e09794,020,"Q: I am a freelance graphic designer. Do I charge my clients VAT? A: If your annual revenue exceeds GHS 200,000 you must register for VAT and charge VAT on your fees. Below this threshold VAT registration is optional. 

Q: I drive an Uber. Am I self-employed for tax? A: Yes. Ride-hailing drivers are considered self-employed. Income from Uber, Bolt or similar platforms is taxable. You should register for a TIN and file annual returns declaring your earnings. ",0,3,GRA_Self_Employed_FAQ,self_employment,formal,False,0,462,462,78
f82b9ad044a1,020,"Q: Can I deduct fuel costs as a driver? A: Yes, fuel, vehicle maintenance, insurance, and depreciation of your vehicle (capital allowance) used for income-earning purposes are allowable deductions. 

Q: I am a photographer at weddings. How much tax do I pay? A: Your net profit (income minus allowable expenses) is subject to income tax at the individual progressive rates. The effective rate depends on how much profit you make. ",1,3,GRA_Self_Employed_FAQ,self_employment,formal,False,460,890,430,70
4f3d924d49ca,020,"Q: I earn income from YouTube. Is that taxable in Ghana? A: Yes. Digital income, including YouTube ad revenue, social media income and online freelancing income earned by Ghanaian residents, is taxable under the Income Tax Act.",2,3,GRA_Self_Employed_FAQ,self_employment,formal,False,888,1115,227,37
cd21bcfb9901,021,"Small and Medium Enterprises (SMEs) Tax Obligations in Ghana. GRA defines a small taxpayer as one with annual turnover not exceeding GHS 20,000 (verify current threshold as this is updated periodically). Turnover Tax: Small taxpayers who cannot maintain proper books of account may opt for the Turnover Tax regime. Under Turnover Tax, the business pays 3% of annual turnover instead of the standard income tax on profits. This is simpler but may be more expensive if margins are thin.",0,3,GRA_SME_Tax_Guide,sme,formal,True,0,484,484,79
0261334628ab,021,"A business wishing to leave the Turnover Tax regime needs GRA approval. Medium businesses with turnover between the small threshold and the VAT registration threshold have standard income tax obligations (file return, pay tax on profits) but may not yet need VAT registration. SMEs are urged to keep basic records: Cash book. Sales records. Purchase records. Stock records. These records help compute taxable profit correctly and defend against estimated assessments by GRA.",1,3,GRA_SME_Tax_Guide,sme,formal,True,485,959,474,72
48c06c3c5f3f,021,GRA has SME Desks at major offices dedicated to helping small businesses understand their obligations.,2,3,GRA_SME_Tax_Guide,sme,formal,True,960,1062,102,15
a2297bc9ada7,022,"NGOs (Non-Governmental Organisations) and Tax in Ghana. NGOs are not automatically exempt from all taxes. They must register with GRA and obtain a TIN. Income Tax: An NGO established for charitable, educational, religious or social welfare purposes may apply for exemption from income tax under Section 97 of the Income Tax Act, 2015. The exemption is not automatic — it must be applied for and approved by the Commissioner-General of GRA.",0,3,GRA_NGO_Tax_Obligations,ngo_tax,formal,True,0,439,439,71
ad02f20f22e1,022,"The NGO must demonstrate that: it is not operated for profit, income is applied solely to the stated objectives, no benefit flows to individual members. Exemption must be renewed periodically. Employment income of NGO staff: still subject to PAYE — the exemption does not cover employment income. VAT: NGOs that provide taxable services or sell taxable goods above the registration threshold must register for VAT.",1,3,GRA_NGO_Tax_Obligations,ngo_tax,formal,True,440,854,414,65
2c69eb9ef39c,022,"WHT: NGOs are required to withhold tax on payments to contractors and service providers just like any other entity. Import Duties: Some NGOs with specific government agreements may be exempt from import duties — this is granted by the Ministry of Finance not GRA. Filing: Even with income tax exemption, NGOs must file annual information returns with GRA.",2,3,GRA_NGO_Tax_Obligations,ngo_tax,formal,True,855,1210,355,58
c84c9df623ef,023,"Tax on Real Estate Transactions in Ghana. Sale of property: Capital Gains Tax at 15% applies to gains from sale of land or buildings. The gain is proceeds minus cost base. If the property is your principal private residence and you have lived there for at least 3 years, the gain is exempt. The CGT return must be filed and tax paid within 30 days of completion of the sale. Rental income: Rental income is taxable income. Withholding tax of 8% is deducted by the tenant if the landlord is an individual.",0,3,GRA_Real_Estate_Tax_Guide,real_estate,formal,False,0,504,504,92
15ab02f5bd57,023,"This WHT is a final tax for individuals — the landlord does not need to include the rental income in their return if WHT has been correctly deducted. If the landlord is a company, the 8% WHT is creditable against the company's CIT. Multi-let properties: The landlord must issue receipts and keep records of all rental income. Property developers: Companies developing properties for sale are taxed at 22% on profits.",1,3,GRA_Real_Estate_Tax_Guide,real_estate,formal,False,505,921,416,70
ed9fff3c479d,023,Stamp Duty: Applies on transfer of property deeds — this is a separate levy administered by the Lands Commission at rates ranging from 0.5% to 2% of property value. GRA and Lands Commission share information on property transactions.,2,3,GRA_Real_Estate_Tax_Guide,real_estate,formal,False,922,1155,233,38
b9fdd58d745e,024,"Tax Regime for Mining Companies in Ghana. Mining companies are subject to a higher CIT rate of 35%. In addition, mining companies pay: Royalties to the Government of Ghana at rates negotiated in the Mineral Development Agreement (typically 3% to 6% of gross revenue from minerals). Mineral royalties are an allowable deduction for CIT purposes. Additional Profits Tax (Windfall Tax): applicable when returns exceed a set threshold — this has been introduced and revised several times.",0,3,GRA_Mining_Oil_Gas_Tax,sector_specific,formal,False,0,484,484,76
6ebf9f97b5d3,024,Capital allowances: Mine development and capital expenditure is deductible over the useful life of the asset using the reducing balance or straight-line method as specified. Ring fencing: Each mining lease is treated as a separate entity for tax purposes — losses from one mine cannot be offset against profits from another mine. Stability agreements: Some older mining companies have fiscal stability clauses in their Investment Agreements locking in tax rates for a set period.,1,3,GRA_Mining_Oil_Gas_Tax,sector_specific,formal,False,485,964,479,74
94905aa48d04,024,"Oil and Gas: Petroleum companies are subject to the Petroleum Income Tax Act and their specific Petroleum Agreements. Typical rates: CIT 35%, Additional Oil Entitlement (AOE) varies, and Petroleum income tax provisions apply to ring-fenced petroleum operations.",2,3,GRA_Mining_Oil_Gas_Tax,sector_specific,formal,False,965,1226,261,37
9f438661ea38,025,"Communications Service Tax (CST) in Ghana. CST is levied under the Communications Service Tax Act 2008 (Act 754) as amended. Rate: 9% on the charges for use of communications services. Who pays: end users of telecommunications services including voice calls, SMS, data services, and electronic communications. The tax is collected by the communications service provider (telco) and remitted to GRA.",0,3,GRA_Communications_Service_Tax,cst,formal,True,0,398,398,60
c9c839db1065,025,"Services covered: voice calls on mobile and fixed networks, SMS, data bundles, pay-per-use internet, electronic mail, electronic messaging platforms (OTT services such as WhatsApp calls). The telco must file a monthly CST return and remit by the 15th of the following month. The CST is embedded in the cost of airtime top-up and data bundles — customers pay it automatically. Exemptions: international incoming calls routed to Ghana are not subject to CST.",1,3,GRA_Communications_Service_Tax,cst,formal,True,399,855,456,72
b08152ee5593,025,"Revenue sharing arrangements between telcos and content providers: the CST applies to the gross charge to the end customer, not just the telco's share.",2,3,GRA_Communications_Service_Tax,cst,formal,True,856,1007,151,24
d3046a1a265a,026,"Import and Customs Duties in Ghana. Customs duties are administered by the Customs Division of GRA at ports of entry. Ghana applies the ECOWAS Common External Tariff (CET) which classifies goods under the Harmonized System (HS Codes) with duty rates of 0%, 5%, 10%, 20% and 35% depending on the type of good. In addition to import duty, importers pay: Import VAT (15%+), NHIL (2.5%), GETFund Levy (2.5%), ECOWAS Levy (0.5%), African Union Levy (0.2%), EXIM Levy (0.5%), and inspection fees.",0,3,GRA_Customs_Import_Duties,customs,formal,False,0,490,490,81
5603047644a8,026,"The total effective rate on many goods can be 40% to 60% of the CIF (Cost, Insurance and Freight) value. Import process: Importers must register with GRA Customs, have a TIN, and appoint a licensed Customs House Broker to process declarations. The Ghana Integrated Cargo Management System (GICMS) / UNIPASS is used for electronic declarations.",1,3,GRA_Customs_Import_Duties,customs,formal,False,491,834,343,55
ef99f5db04ce,026,"Classification disputes: If an importer disputes the duty rate applied by Customs, they can appeal to the Commissioner of Customs and subsequently to the Revenue Appeals Board. Prohibited imports: Certain goods are prohibited from import entirely (e.g. counterfeit goods, certain chemical weapons precursors). Restricted imports require special permits (e.g. firearms, pharmaceuticals, food items).",2,3,GRA_Customs_Import_Duties,customs,formal,False,835,1233,398,53
5d77004a8ae5,027,"Q: How is customs duty calculated? A: Customs duty is calculated on the CIF value of goods (cost of goods + insurance + freight to Ghana port). The CIF value is multiplied by the applicable duty rate. 

Q: I am importing personal effects after returning from abroad. Do I pay duty? A: Returning residents and citizens may apply for relief on used personal effects and household items when relocating permanently to Ghana. The items must have been owned and used abroad for at least 6 months. ",0,3,GRA_Customs_FAQ,customs,formal,False,0,492,492,86
95cd0989ef8e,027,"Q: What is a Benchmark Value? A: GRA Customs uses benchmark (reference) values for certain goods to prevent under-invoicing. If the declared value is below the benchmark, Customs will use the benchmark value to calculate duty. Importers can challenge benchmark values. 

Q: Can I pay customs duty in installments? A: Generally no — full payment is required for release of goods. However in specific circumstances a bond or security may be accepted. ",1,3,GRA_Customs_FAQ,customs,formal,False,490,939,449,72
0a082ad67691,027,"Q: What is the difference between customs duty and excise duty? A: Customs duty is charged on imported goods at the border. Excise duty is charged on specific locally-produced or imported goods (e.g. alcoholic beverages, tobacco, fuel, plastics) and is administered separately by GRA's Domestic Tax Revenue Division.",2,3,GRA_Customs_FAQ,customs,formal,False,937,1253,316,48
a4750e7abc42,028,"Excise Duty in Ghana is levied under the Excise Duty Act 2014 (Act 878). Excise duty applies to the manufacture and importation of specified goods including: alcoholic beverages (beer, spirits, wine), tobacco products, soft drinks and non-alcoholic beverages, plastics and plastic products, textiles, petroleum products, vehicle/automotive parts (selected). Rates vary by product type.",0,3,GRA_Excise_Duty_Overview,excise_duty,formal,True,0,385,385,53
ac4dbbcbc875,028,"For example: beer — GHS per litre or percentage of factory price; spirits — higher rate per litre; tobacco products — per stick or percentage. Manufacturers of excisable goods must register with GRA, install GRA-approved excise meters or stamps (tax stamps on cigarette packs and alcohol), file monthly returns and pay excise duty on goods removed from the factory. Tax stamps: Ghana uses a track-and-trace tax stamp system for tobacco and alcoholic beverages to combat illicit trade.",1,3,GRA_Excise_Duty_Overview,excise_duty,formal,True,386,870,484,77
34c19ccb08c4,028,All cigarette packs and alcohol bottles sold in Ghana must bear a valid GRA tax stamp. Buying or selling unstamped tobacco or alcohol is an offence. Excise duty is charged in addition to other taxes like VAT.,2,3,GRA_Excise_Duty_Overview,excise_duty,formal,True,871,1079,208,37
bf83e346dca2,029,"Summary of key GRA filing deadlines. Monthly obligations (by 15th of following month): PAYE, WHT returns and remittances, CST returns. Monthly obligations (last working day of following month): VAT returns and payments. Quarterly: Provisional income tax payments for individuals and companies — last day of March, June, September, December. Annual income tax return for individuals: 30 April (self-employed, rental income earners, persons with multiple income sources).",0,3,GRA_Filing_Deadlines_Summary,filing_deadline,formal,False,0,469,469,66
